id,name,phone,category,city,url_path,full_url
1264,גמילי מספרה בבורסה רמת גן - ספר גברים בבורסה,0554557689,מספרה,רמת גן,/l/1264/,https://leads-landing-v2.pages.dev/l/1264/?utm_source=wa&utm_lead=1264
1378,פאם קליניק,0539267355,מכון יופי,תל אביב,/l/1378/,https://leads-landing-v2.pages.dev/l/1378/?utm_source=wa&utm_lead=1378
1829,דרור ברזני - INDOOR קבלן שיפוצים בירושלים,0542377390,קבלן כללי,ירושלים,/l/indoor-1829/,https://leads-landing-v2.pages.dev/l/indoor-1829/?utm_source=wa&utm_lead=1829
1843,"גלעדי זקן בע""מ חברה לבניה ושיפוצים",0506561717,קבלן,ירושלים,/l/1843/,https://leads-landing-v2.pages.dev/l/1843/?utm_source=wa&utm_lead=1843
1839,מטר רץ בניה שיפוצים פיתוח והספקת אבן,0523451504,קבלן כללי,ירושלים,/l/1839/,https://leads-landing-v2.pages.dev/l/1839/?utm_source=wa&utm_lead=1839
1287,Cosmetology Tel-Aviv קוסמטיקאית תל אביב,0535200903,מכון יופי,תל אביב,/l/cosmetology-tel-aviv-1287/,https://leads-landing-v2.pages.dev/l/cosmetology-tel-aviv-1287/?utm_source=wa&utm_lead=1287
1620,רמבלה - Rambla,0559989959,מסעדה,חולון,/l/rambla-1620/,https://leads-landing-v2.pages.dev/l/rambla-1620/?utm_source=wa&utm_lead=1620
2170,צמיגי דוד,0509602345,חנות צמיגים,רמת גן,/l/2170/,https://leads-landing-v2.pages.dev/l/2170/?utm_source=wa&utm_lead=2170
2200,BANKUSSI MEN'S DESIGNER CLOTHES T.L.V מעצב בגדי גברים תל אביב,0522758643,חנות לבגדי גברים,תל אביב,/l/bankussi-men-s-designer-clothes-t-l-v-2200/,https://leads-landing-v2.pages.dev/l/bankussi-men-s-designer-clothes-t-l-v-2200/?utm_source=wa&utm_lead=2200
913,קוסמטיקאית פרא רפואית ברמת גן ILANITA,0523828382,מכון יופי,רמת גן,/l/ilanita-913/,https://leads-landing-v2.pages.dev/l/ilanita-913/?utm_source=wa&utm_lead=913
924,Pure Beauty - קוסמטיקה וטיפולי פנים,0504372023,קוסמטיקאית,רמת גן,/l/pure-beauty-924/,https://leads-landing-v2.pages.dev/l/pure-beauty-924/?utm_source=wa&utm_lead=924
947,חשמלאי מוסמך בחולון 24/6 - א.פ חשמל ️,0547159289,חשמלאי,חולון,/l/24-6-947/,https://leads-landing-v2.pages.dev/l/24-6-947/?utm_source=wa&utm_lead=947
989,חשמלאי הנדימן בראשון לציון,0526770340,חשמלאי,ראשון לציון,/l/989/,https://leads-landing-v2.pages.dev/l/989/?utm_source=wa&utm_lead=989
992,אינסטלטור מומחה לאיתור נזילות,0549798169,שרברב,הרצליה,/l/992/,https://leads-landing-v2.pages.dev/l/992/?utm_source=wa&utm_lead=992
1237,אנדריי מלישקו ברבר שופ - עיצוב שיער לגברים וילדים,0509249100,מספרה,פתח תקווה,/l/1237/,https://leads-landing-v2.pages.dev/l/1237/?utm_source=wa&utm_lead=1237
1238,כפיר דור עיצוב שיער,0549554699,מספרה,פתח תקווה,/l/1238/,https://leads-landing-v2.pages.dev/l/1238/?utm_source=wa&utm_lead=1238
1294,אירית קוסמטיקאית,0505837451,מכון יופי,תל אביב,/l/1294/,https://leads-landing-v2.pages.dev/l/1294/?utm_source=wa&utm_lead=1294
1319,HS COSMETICS- הילה שמעון קוסמטיקאית,0507667680,קוסמטיקאית,נתניה,/l/hs-cosmetics-1319/,https://leads-landing-v2.pages.dev/l/hs-cosmetics-1319/?utm_source=wa&utm_lead=1319
1325,סמדר קוסמטיק,0507248112,מכון יופי,נתניה,/l/1325/,https://leads-landing-v2.pages.dev/l/1325/?utm_source=wa&utm_lead=1325
1374,"רות חן-אפילציה, פדיקור רפואי, עיצוב גבות *פתוח בשבת*",0522301044,מכון יופי,תל אביב,/l/1374/,https://leads-landing-v2.pages.dev/l/1374/?utm_source=wa&utm_lead=1374
1405,פארפקט עיסויים,0522476255,מעסה,הרצליה,/l/1405/,https://leads-landing-v2.pages.dev/l/1405/?utm_source=wa&utm_lead=1405
1424,דבורה פריווה סלון היופי שלך בחיפה,0548035466,מכון יופי,חיפה,/l/1424/,https://leads-landing-v2.pages.dev/l/1424/?utm_source=wa&utm_lead=1424
1428,Rt cosmetology מכון יופי,0525683497,קוסמטיקאית,חיפה,/l/rt-cosmetology-1428/,https://leads-landing-v2.pages.dev/l/rt-cosmetology-1428/?utm_source=wa&utm_lead=1428
1434,הלנייז - Helenayz בוטיק יופי,0585596355,מכון יופי,חיפה,/l/helenayz-1434/,https://leads-landing-v2.pages.dev/l/helenayz-1434/?utm_source=wa&utm_lead=1434
1452,אלישבע חי לוי - מאפרת ומסרקת בירושלים,0526639405,מכון יופי,ירושלים,/l/1452/,https://leads-landing-v2.pages.dev/l/1452/?utm_source=wa&utm_lead=1452
1694,אינסטלטור בפתח תקווה עדי אינסטלציה,0504896162,שרברב,פתח תקווה,/l/1694/,https://leads-landing-v2.pages.dev/l/1694/?utm_source=wa&utm_lead=1694
1713,אוראל חשמלאי מוסמך,0545966756,חשמלאי,גבעת שמואל,/l/1713/,https://leads-landing-v2.pages.dev/l/1713/?utm_source=wa&utm_lead=1713
1801,יניב הגנן הקטן,0523678722,קבלן כללי,הרצליה,/l/1801/,https://leads-landing-v2.pages.dev/l/1801/?utm_source=wa&utm_lead=1801
2073,מוסך פתח תקווה,0523432370,מוסך למכונאות רכב,פתח תקווה,/l/2073/,https://leads-landing-v2.pages.dev/l/2073/?utm_source=wa&utm_lead=2073
800,Omer Shimoni עומר שמעוני מספרה,0506551156,מספרה,תל אביב,/l/omer-shimoni-800/,https://leads-landing-v2.pages.dev/l/omer-shimoni-800/?utm_source=wa&utm_lead=800
1743,אינסטלטור בחולון | פתיחת סתימות קשות,0502285678,שרברב,חולון,/l/1743/,https://leads-landing-v2.pages.dev/l/1743/?utm_source=wa&utm_lead=1743
1753,אינסטלטור בבת ים,0504469097,שרברב,חולון,/l/1753/,https://leads-landing-v2.pages.dev/l/1753/?utm_source=wa&utm_lead=1753
1820,חשמלאי מוסמך בקריות ואזור חיפה - יגאל נקאש,0527137168,חשמלאי,חיפה,/l/1820/,https://leads-landing-v2.pages.dev/l/1820/?utm_source=wa&utm_lead=1820
1834,יצחק מרואני - קבלן שיפוצים בירושלים והסביבה,0584044220,חברת בנייה,ירושלים,/l/1834/,https://leads-landing-v2.pages.dev/l/1834/?utm_source=wa&utm_lead=1834
1967,מכון פיזיוטרפיה - דניאל אטל,0544456754,מרפאת פיזיותרפיה,נתניה,/l/1967/,https://leads-landing-v2.pages.dev/l/1967/?utm_source=wa&utm_lead=1967
921,טל אברהמי - Tal Clinic בוטיק קוסמטיקה לאנטיאייג'ינג ואסתטיקה רפואית,0523644213,מכון יופי,רמת גן,/l/tal-clinic-921/,https://leads-landing-v2.pages.dev/l/tal-clinic-921/?utm_source=wa&utm_lead=921
1267,מספרת גברים שמעון זקיני Shimon Zakini Barber Shop,0539627481,מספרה,רמת גן,/l/shimon-zakini-barber-shop-1267/,https://leads-landing-v2.pages.dev/l/shimon-zakini-barber-shop-1267/?utm_source=wa&utm_lead=1267
1269,מספרת רפאל - מספרה ברמת גן,0548015778,מספרה,רמת גן,/l/1269/,https://leads-landing-v2.pages.dev/l/1269/?utm_source=wa&utm_lead=1269
1354,"נוי חלפון - לק ג׳ל לציפורניים , מניקור בראשון לציון",0508510159,קוסמטיקאית,ראשון לציון,/l/1354/,https://leads-landing-v2.pages.dev/l/1354/?utm_source=wa&utm_lead=1354
1383,שני גבריאלי מיקרופיגמנטציה,0545650018,מכון יופי,תל אביב,/l/1383/,https://leads-landing-v2.pages.dev/l/1383/?utm_source=wa&utm_lead=1383
1676,קבלן שיפוצים בתל אביב-שיפוץ אמבטיות מטבחים ושיפוץ כל הבית,0533542748,שיפוצניק,תל אביב,/l/1676/,https://leads-landing-v2.pages.dev/l/1676/?utm_source=wa&utm_lead=1676
1678,קבלן שיפוצים רמת גן,0509993166,שיפוצניק,רמת גן,/l/1678/,https://leads-landing-v2.pages.dev/l/1678/?utm_source=wa&utm_lead=1678
1707,עולם האינסטלציה,0505577079,חנות לציוד אינסטלציה,פתח תקווה,/l/1707/,https://leads-landing-v2.pages.dev/l/1707/?utm_source=wa&utm_lead=1707
1783,אוויר לעולם שירותי מיזוג,0526767297,קבלן מיזוג אוויר,ראשון לציון,/l/1783/,https://leads-landing-v2.pages.dev/l/1783/?utm_source=wa&utm_lead=1783
1784,מאיר ליבוביץ,0505315037,קבלן מיזוג אוויר,ראשון לציון,/l/1784/,https://leads-landing-v2.pages.dev/l/1784/?utm_source=wa&utm_lead=1784
1832,קבלן שיפוצים ירושלים,0509993366,שיפוצניק,ירושלים,/l/1832/,https://leads-landing-v2.pages.dev/l/1832/?utm_source=wa&utm_lead=1832
1835,Home & Class קבלן שיפוצים בירושלים,0503006294,שיפוצניק,ירושלים,/l/home-class-1835/,https://leads-landing-v2.pages.dev/l/home-class-1835/?utm_source=wa&utm_lead=1835
1842,שיפוצים בירושלים - יואל גדעוני ובניו,0507583143,שיפוצניק,ירושלים,/l/1842/,https://leads-landing-v2.pages.dev/l/1842/?utm_source=wa&utm_lead=1842
1897,"שלמה רעני, רו""ח",0522507240,רואה חשבון,בני ברק,/l/1897/,https://leads-landing-v2.pages.dev/l/1897/?utm_source=wa&utm_lead=1897
1903,"נחמי כהן, רו""ח",0507701625,רואה חשבון מוסמך,בני ברק,/l/1903/,https://leads-landing-v2.pages.dev/l/1903/?utm_source=wa&utm_lead=1903
2005,רמת גן מרפאת שיניים אורן,0545557560,מרפאת שיניים,רמת גן,/l/2005/,https://leads-landing-v2.pages.dev/l/2005/?utm_source=wa&utm_lead=2005
2042,שחר ברורמן,0546381184,פסיכולוג,תל אביב,/l/2042/,https://leads-landing-v2.pages.dev/l/2042/?utm_source=wa&utm_lead=2042
2047,אלי אלמוג - פסיכולוג קליני,0523334426,פסיכולוג,תל אביב,/l/2047/,https://leads-landing-v2.pages.dev/l/2047/?utm_source=wa&utm_lead=2047
2101,מוסך עדי,039507060,מוסך,ראשון לציון,/l/2101/,https://leads-landing-v2.pages.dev/l/2101/?utm_source=wa&utm_lead=2101
941,איזוטוס אשדוד,0508086274,מתחם אירועים,אשדוד,/l/941/,https://leads-landing-v2.pages.dev/l/941/?utm_source=wa&utm_lead=941
1299,אורה,0544637986,סלון מניקור ופדיקור,תל אביב,/l/1299/,https://leads-landing-v2.pages.dev/l/1299/?utm_source=wa&utm_lead=1299
1370,"נוגיז | מכון יופי ואסתטיקה | עיצוב גבות, מיקרובליידינג הרמת ריסים וציפורניים",0522364060,מכון יופי,תל אביב,/l/1370/,https://leads-landing-v2.pages.dev/l/1370/?utm_source=wa&utm_lead=1370
1382,עיצוב גבות | איפור קבוע | דנה סימן טוב אמנית גבות,0523598508,שירות הסרת שיער בשעווה,תל אביב,/l/1382/,https://leads-landing-v2.pages.dev/l/1382/?utm_source=wa&utm_lead=1382
1421,Studio French (nail and cosmetic) סטודיו פרנץ- סלון ציפורניים בחיפה,0522885275,מכון יופי,חיפה,/l/studio-french-nail-and-cosmetic-1421/,https://leads-landing-v2.pages.dev/l/studio-french-nail-and-cosmetic-1421/?utm_source=wa&utm_lead=1421
1674,דרור שיפוצים,0542221183,שיפוצניק,תל אביב,/l/1674/,https://leads-landing-v2.pages.dev/l/1674/?utm_source=wa&utm_lead=1674
1680,ד.ש בנייה ושיפוצים - שיפוצניק ברמת גן - קבלן שיפוצים במרכז,0539344828,חברת בנייה,רמת גן,/l/1680/,https://leads-landing-v2.pages.dev/l/1680/?utm_source=wa&utm_lead=1680
1720,דותן שירותי חשמל,0509642688,חשמלאי,גבעת שמואל,/l/1720/,https://leads-landing-v2.pages.dev/l/1720/?utm_source=wa&utm_lead=1720
881,"ד""ר רון גולן רופא שיניים בפתח תקווה",0587332538,מרפאת שיניים,פתח תקווה,/l/881/,https://leads-landing-v2.pages.dev/l/881/?utm_source=wa&utm_lead=881
1871,"נוטריון בפתח תקווה - עו""ד טל שחורי Notary & Advocate - Tal Schori",0543155534,עורך דין,פתח תקווה,/l/notary-advocate-tal-schori-1871/,https://leads-landing-v2.pages.dev/l/notary-advocate-tal-schori-1871/?utm_source=wa&utm_lead=1871
2035,אור יניר - פסיכותרפיה אקזיסטנציאליסטית | טיפול פסיכולוגי בתל אביב,0525452966,פסיכותרפיסט,תל אביב,/l/2035/,https://leads-landing-v2.pages.dev/l/2035/?utm_source=wa&utm_lead=2035
2043,נירית אשכר - פסיכולוגית נשים,0546888180,פסיכולוג,תל אביב,/l/2043/,https://leads-landing-v2.pages.dev/l/2043/?utm_source=wa&utm_lead=2043
972,"טומי טים אלקטריק בע""מ",0509663366,חשמלאי,חולון,/l/972/,https://leads-landing-v2.pages.dev/l/972/?utm_source=wa&utm_lead=972
1430,פיור סקין – טיפולי קוסמטיקה מתקדמים,0526902922,קוסמטיקאית,חיפה,/l/1430/,https://leads-landing-v2.pages.dev/l/1430/?utm_source=wa&utm_lead=1430
1697,אינסטלטור בפתח תקווה יובל קזס,0505626228,שרברב,פתח תקווה,/l/1697/,https://leads-landing-v2.pages.dev/l/1697/?utm_source=wa&utm_lead=1697
1767,אשל המיזוג - שירות מכירה והתקנה של מערכות מיזוג / טכנאי מזגנים,0544404652,שירות תיקונים למזגנים,ראשון לציון,/l/1767/,https://leads-landing-v2.pages.dev/l/1767/?utm_source=wa&utm_lead=1767
806,Royal Barber Studio - רויאל מספרה,0504560510,מספרה,תל אביב,/l/royal-barber-studio-806/,https://leads-landing-v2.pages.dev/l/royal-barber-studio-806/?utm_source=wa&utm_lead=806
1864,"נוטריון בפתח תקווה ליאור ביבי , Lior Bibi Notary Petah-Tikva",0544344399,עורך דין,פתח תקווה,/l/lior-bibi-notary-petah-tikva-1864/,https://leads-landing-v2.pages.dev/l/lior-bibi-notary-petah-tikva-1864/?utm_source=wa&utm_lead=1864
2067,מוסך נחום פתח תקווה,039242822,מכונאי,פתח תקווה,/l/2067/,https://leads-landing-v2.pages.dev/l/2067/?utm_source=wa&utm_lead=2067
2279,בוננזה - מזון וציוד לבעלי חיים,0502232368,חנות מזון לבעלי חיים,פתח תקווה,/l/2279/,https://leads-landing-v2.pages.dev/l/2279/?utm_source=wa&utm_lead=2279
1002,חגי אינסטלציה,0544303136,שרברב,הרצליה,/l/1002/,https://leads-landing-v2.pages.dev/l/1002/?utm_source=wa&utm_lead=1002
1254,Handi's barbershop - חנדיס ברברשופ,0506412722,מספרה,רמת גן,/l/handi-s-barbershop-1254/,https://leads-landing-v2.pages.dev/l/handi-s-barbershop-1254/?utm_source=wa&utm_lead=1254
1320,קוסמטיקאית פרא רפואית בנתניה - אילנה שוורץ,0503533536,קוסמטיקאית,נתניה,/l/1320/,https://leads-landing-v2.pages.dev/l/1320/?utm_source=wa&utm_lead=1320
1331,Nicole advanced skin care | קוסמטיקאית בנתניה,0549462664,קוסמטיקאית,נתניה,/l/nicole-advanced-skin-care-1331/,https://leads-landing-v2.pages.dev/l/nicole-advanced-skin-care-1331/?utm_source=wa&utm_lead=1331
1372,מלודי החלקות עיצוב גבות ומיקרובליידינג,0586808025,מכון יופי,תל אביב,/l/1372/,https://leads-landing-v2.pages.dev/l/1372/?utm_source=wa&utm_lead=1372
1373,שיר כנפו עיצוב גבות,0542089744,מכון יופי,תל אביב,/l/1373/,https://leads-landing-v2.pages.dev/l/1373/?utm_source=wa&utm_lead=1373
1377,מורן - עיצוב גבות,0523884855,מכון יופי,תל אביב,/l/1377/,https://leads-landing-v2.pages.dev/l/1377/?utm_source=wa&utm_lead=1377
1406,עיסוי הרצליה - massage,0545758885,ספא עיסויים,הרצליה,/l/massage-1406/,https://leads-landing-v2.pages.dev/l/massage-1406/?utm_source=wa&utm_lead=1406
1437,CULT | סטודיו ליופי והכשרה | מניקור • פדיקור • ריסים • גבות • הסרת שיער | חיפה,0529555326,מכון יופי,חיפה,/l/cult-1437/,https://leads-landing-v2.pages.dev/l/cult-1437/?utm_source=wa&utm_lead=1437
1669,ארדיטי שיפוצים ועבודות גמר,0508105010,קבלן,תל אביב,/l/1669/,https://leads-landing-v2.pages.dev/l/1669/?utm_source=wa&utm_lead=1669
1671,א.ב שיפוצים ועבודות גמר,0544410558,שיפוצניק,תל אביב,/l/1671/,https://leads-landing-v2.pages.dev/l/1671/?utm_source=wa&utm_lead=1671
1705,אינסטלטור ברוך ורוזנברג,0507339534,שרברב,פתח תקווה,/l/1705/,https://leads-landing-v2.pages.dev/l/1705/?utm_source=wa&utm_lead=1705
1706,אדי אינסטלטרים,0509227827,שרברב,פתח תקווה,/l/1706/,https://leads-landing-v2.pages.dev/l/1706/?utm_source=wa&utm_lead=1706
1745,אינסטלטור 24/7 השרברב,0539115660,שרברב,חולון,/l/24-7-1745/,https://leads-landing-v2.pages.dev/l/24-7-1745/?utm_source=wa&utm_lead=1745
1746,אינסטלטור שמעון אלקובי,0547733419,שרברב,חולון,/l/1746/,https://leads-landing-v2.pages.dev/l/1746/?utm_source=wa&utm_lead=1746
1752,אינסטלטור מוסמך בחולון - אבנר,0505328719,שרברב,חולון,/l/1752/,https://leads-landing-v2.pages.dev/l/1752/?utm_source=wa&utm_lead=1752
1909,שולץ רואי חשבון,0505887788,רואה חשבון,בני ברק,/l/1909/,https://leads-landing-v2.pages.dev/l/1909/?utm_source=wa&utm_lead=1909
2039,טיפול פסיכולוגי בתל אביב - אורן עמירה קזז,0542595596,פסיכולוג,תל אביב,/l/2039/,https://leads-landing-v2.pages.dev/l/2039/?utm_source=wa&utm_lead=2039
2107,מוסך ראשונים,039699944,מוסך פחחות וצבע,ראשון לציון,/l/2107/,https://leads-landing-v2.pages.dev/l/2107/?utm_source=wa&utm_lead=2107
552,קובי ג'נגו עבודות גבס,0526443784,,רמת גן,/l/552/,https://leads-landing-v2.pages.dev/l/552/?utm_source=wa&utm_lead=552
553,"אוש - הופ בע""מ",0522508363,,רמת גן,/l/553/,https://leads-landing-v2.pages.dev/l/553/?utm_source=wa&utm_lead=553
555,"ירונדיס שיפוצים ועבודות גמר בע""מ",0523828729,,רמת גן,/l/555/,https://leads-landing-v2.pages.dev/l/555/?utm_source=wa&utm_lead=555
556,איכות השיפוץ,0544666515,,רמת גן,/l/556/,https://leads-landing-v2.pages.dev/l/556/?utm_source=wa&utm_lead=556
557,אריאל גולדשטיין שיפוצים,0528783584,,רמת גן,/l/557/,https://leads-landing-v2.pages.dev/l/557/?utm_source=wa&utm_lead=557
559,גולן בניה ושיפוצים,0505294453,,רמת גן,/l/559/,https://leads-landing-v2.pages.dev/l/559/?utm_source=wa&utm_lead=559
560,התחלה חדשה,0544799479,,רמת גן,/l/560/,https://leads-landing-v2.pages.dev/l/560/?utm_source=wa&utm_lead=560
652,בחלום של יוסף,0524092525,,גליל,/l/652/,https://leads-landing-v2.pages.dev/l/652/?utm_source=wa&utm_lead=652
654,פנינה בהרים,0537777792,,גליל,/l/654/,https://leads-landing-v2.pages.dev/l/654/?utm_source=wa&utm_lead=654
655,מול הפסגה,0544696528,,גליל,/l/655/,https://leads-landing-v2.pages.dev/l/655/?utm_source=wa&utm_lead=655
656,הבית האדום,0546699975,,גליל,/l/656/,https://leads-landing-v2.pages.dev/l/656/?utm_source=wa&utm_lead=656
657,צימר אידיליה,0543089232,,גליל,/l/657/,https://leads-landing-v2.pages.dev/l/657/?utm_source=wa&utm_lead=657
658,רגע קסום,0505885883,,גליל,/l/658/,https://leads-landing-v2.pages.dev/l/658/?utm_source=wa&utm_lead=658
660,הבקתה של אורה,0544784011,,גליל,/l/660/,https://leads-landing-v2.pages.dev/l/660/?utm_source=wa&utm_lead=660
662,בקתות בטבע הבריאה,0534777726,,גליל,/l/662/,https://leads-landing-v2.pages.dev/l/662/?utm_source=wa&utm_lead=662
663,בצל הסברס,0504231507,,גליל,/l/663/,https://leads-landing-v2.pages.dev/l/663/?utm_source=wa&utm_lead=663
664,מול הכינרת,0542446418,,גליל,/l/664/,https://leads-landing-v2.pages.dev/l/664/?utm_source=wa&utm_lead=664
665,לה מרקיז סוויטות בוטיק,0526621464,,גליל,/l/665/,https://leads-landing-v2.pages.dev/l/665/?utm_source=wa&utm_lead=665
669,ריה-Riya אירועים,0503333593,,פתח תקווה,/l/riya-669/,https://leads-landing-v2.pages.dev/l/riya-669/?utm_source=wa&utm_lead=669
677,ליאל גרדן liel gardens,0543377665,,פתח תקווה,/l/liel-gardens-677/,https://leads-landing-v2.pages.dev/l/liel-gardens-677/?utm_source=wa&utm_lead=677
858,"אושרית ברויר טפר, עו""ד ומגשרת",0524317387,עורך דין המתמחה בדיני משפחה,ירושלים,/l/858/,https://leads-landing-v2.pages.dev/l/858/?utm_source=wa&utm_lead=858
859,שמעון האן משרד עורכי דין ונוטריון,0778036102,משרד עורכי דין,ירושלים,/l/859/,https://leads-landing-v2.pages.dev/l/859/?utm_source=wa&utm_lead=859
869,"ד""ר מאור ניב רופא שיניים",0772315330,רופא שיניים,פתח תקווה,/l/869/,https://leads-landing-v2.pages.dev/l/869/?utm_source=wa&utm_lead=869
984,חשמלאי מוסמך מיכאל,0502235144,חשמלאי,חולון,/l/984/,https://leads-landing-v2.pages.dev/l/984/?utm_source=wa&utm_lead=984
